Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
789,Abercrombie & Fitch,ANF,Retailing,Specialty Retailers: Apparel,yes,no,yes,no,-64.0,no,yes,n/a,no,no,18400,1366.0,3698,-0.4,3,-98.9,2713,Fran Horowitz,U.S.,New Albany,OH,www.abercrombie.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",1366.0,2023-06-05
790,MSC Industrial Direct,MSM,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,,,,n/a,no,no,6880,4702.0,3692,13.8,340,56.7,2729,Erik Gershwind,U.S.,Melville,NY,www.mscdirect.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",4702.0,2023-06-05
791,Trimble,TRMB,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-57.0,no,yes,n/a,no,no,11825,12945.0,3676,0.5,450,-8.7,7269,Robert G. Painter,U.S.,Westminster,CO,www.trimble.com,Public,"Market value as of March 31, 2023.",12945.0,2023-06-05
792,Gray Television,GTN,Media,Entertainment,yes,no,no,yes,143.0,yes,no,n/a,no,no,9168,809.0,3676,52.3,455,405.6,11152,Patrick D. LaPlatney/Hilton H. Howell Jr.,U.S.,Atlanta,GA,www.gray.tv,Public,"Market value as of March 31, 2023.",809.0,2023-06-05
793,Green Plains,GPRE,Energy,Energy,no,no,no,yes,77.0,yes,no,n/a,no,no,902,1844.0,3663,29.6,-127,,2123,Todd A. Becker,U.S.,Omaha,NE,www.gpreinc.com,Public,"Market value as of March 31, 2023.",1844.0,2023-06-05
794,Chord Energy,CHRD,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,531,5604.0,3657,114.6,1856,480.8,6631,Daniel E. Brown,U.S.,Houston,TX,www.chordenergy.com,Public,"Includes revenues from discontinued operations. Acquired Whiting Petroleum and changed name from Oasis Petroleum, July 1, 2022. Market value as of March 31, 2023.",5604.0,2023-06-05
795,Splunk,SPLK,Technology,Computer Software,no,no,no,yes,105.0,yes,no,n/a,no,no,8000,15868.0,3654,36.7,-278,,6344,Gary Steele,U.S.,San Francisco,CA,www.splunk.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",15868.0,2023-06-05
796,Mercury General,MCY,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-103.0,no,yes,n/a,no,no,4300,1758.0,3643,-8.8,-513,-306.8,6514,Gabriel Tirador,U.S.,Los Angeles,CA,www.mercuryinsurance.com,Public,"Market value as of March 31, 2023.",1758.0,2023-06-05
797,Ciena,CIEN,Technology,Network and Other Communications Equipment,yes,no,no,yes,-59.0,no,yes,n/a,no,no,7998,7834.0,3633,0.3,153,-69.4,5070,Gary B. Smith,U.S.,Hanover,MD,www.ciena.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",7834.0,2023-06-05
798,Comstock Resources,CRK,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,244,2994.0,3628,96.0,1141,,5694,M. Jay Allison,U.S.,Frisco,TX,www.comstockresources.com,Public,"Market value as of March 31, 2023.",2994.0,2023-06-05
799,Akamai Technologies,AKAM,Technology,Internet Services and Retailing,yes,yes,no,yes,-41.0,no,yes,n/a,no,no,9811,12239.0,3617,4.5,524,-19.6,8303,F. Thomson Leighton,U.S.,Cambridge,MA,www.akamai.com,Public,"Market value as of March 31, 2023.",12239.0,2023-06-05
800,Flowserve,FLS,Industrials,Industrial Machinery,yes,no,no,no,-56.0,no,yes,n/a,no,no,16000,4458.0,3615,2.1,189,49.8,4791,R. Scott Rowe,U.S.,Irving,TX,www.flowserve.com,Public,"Market value as of March 31, 2023.",4458.0,2023-06-05
801,Garrett Motion,GTX,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,-65.0,no,yes,n/a,no,no,8300,497.0,3603,-0.8,390,,2637,Olivier Rabiller,U.S.,Plymouth,MI,www.garrettmotion.com,Public,"Incorporated in the U.S. and headquartered in Switzerland. Its North American headquarters are in Plymouth, Mich. Net income and earnings per share percent change not available due to emergence from bankruptcy, April 30, 2021. Market value as of March 31, 2023.",497.0,2023-06-05
802,RH,RH,Retailing,Specialty Retailers: Other,yes,no,no,no,-82.0,no,yes,n/a,no,no,5820,5369.0,3591,-4.5,529,-23.2,5309,Gary G. Friedman,U.S.,Corte Madera,CA,www.rh.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5369.0,2023-06-05
803,Peloton Interactive,PTON,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",no,no,no,no,-114.0,no,yes,n/a,no,no,6122,3924.0,3582,-10.9,-2828,,4029,Barry W. McCarthy,U.S.,New York,NY,www.onepeloton.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",3924.0,2023-06-05
804,ResMed,RMD,Health Care,Medical Products and Equipment,yes,no,no,yes,-2.0,no,yes,n/a,no,no,8160,32172.0,3578,11.9,779,64.3,5096,Michael J. Farrell,U.S.,San Diego,CA,www.resmed.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",32172.0,2023-06-05
805,Grocery Outlet Holding,GO,Food & Drug Stores,Food and Drug Stores,yes,no,no,yes,11.0,yes,no,n/a,no,no,917,2761.0,3578,16.2,65,4.4,2772,Robert J. Sheedy Jr.,U.S.,Emeryville,CA,www.groceryoutlet.com,Public,"Market value as of March 31, 2023.",2761.0,2023-06-05
806,CNO Financial Group,CNO,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-124.0,no,yes,n/a,no,no,3400,2548.0,3577,-13.2,397,-10.0,33339,Gary C. Bhojwani,U.S.,Carmel,IN,www.cnoinc.com,Public,"Market value as of March 31, 2023.",2548.0,2023-06-05
807,Brown & Brown,BRO,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,15.0,yes,no,n/a,no,no,15201,16290.0,3573,17.1,672,14.4,13974,J. Powell Brown,U.S.,Daytona Beach,FL,www.bbinsurance.com,Public,"Market value as of March 31, 2023.",16290.0,2023-06-05
808,Travel + Leisure,TNL,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,2.0,yes,no,n/a,no,no,18200,3040.0,3567,13.8,357,15.9,6757,Michael D. Brown,U.S.,Orlando,FL,www.travelandleisureco.com,Public,"Market value as of March 31, 2023.",3040.0,2023-06-05
809,Cadence Design Systems,CDNS,Technology,Computer Software,yes,no,no,yes,25.0,yes,no,n/a,no,yes,10228,57398.0,3562,19.2,849,22.0,5137,Anirudh Devgan,U.S.,San Jose,CA,www.cadence.com,Public,"Market value as of March 31, 2023.",57398.0,2023-06-05
810,Selective Insurance Group,SIGI,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-41.0,no,yes,n/a,no,no,2520,5767.0,3558,5.3,225,-44.3,10802,John J. Marchioni,U.S.,Branchville,NJ,www.selective.com,Public,"Market value as of March 31, 2023.",5767.0,2023-06-05
811,Boyd Gaming,BYD,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,-40.0,no,yes,n/a,no,no,15771,6533.0,3555,5.5,639,37.8,6311,Keith E. Smith,U.S.,Las Vegas,NV,www.boydgaming.com,Public,"Market value as of March 31, 2023.",6533.0,2023-06-05
812,Crocs,CROX,Apparel,Apparel,yes,no,no,yes,142.0,yes,no,n/a,no,no,6680,7808.0,3555,53.7,540,-25.6,4502,Andrew Rees,U.S.,Broomfield,CO,www.crocs.com,Public,"Market value as of March 31, 2023.",7808.0,2023-06-05
813,Hyster-Yale Materials Handling,HY,Industrials,Industrial Machinery,no,no,no,yes,5.0,yes,no,n/a,no,no,8200,856.0,3548,15.4,-74,,2026,Rajiv K. Prasad,U.S.,Cleveland,OH,www.hyster-yale.com,Public,"Market value as of March 31, 2023.",856.0,2023-06-05
814,MKS Instruments,MKSI,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,29.0,yes,no,n/a,no,no,10675,5908.0,3547,20.3,333,-39.6,11495,John T.C. Lee,U.S.,Andover,MA,www.mks.com,Public,"Market value as of March 31, 2023.",5908.0,2023-06-05
815,Pitney Bowes,PBI,Technology,"Computers, Office Equipment",yes,no,no,no,-86.0,no,yes,n/a,no,no,11000,682.0,3538,-3.7,37,,4741,Marc B. Lautenbach,U.S.,Stamford,CT,www.pitneybowes.com,Public,"Market value as of March 31, 2023.",682.0,2023-06-05
816,PDC Energy,PDCE,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,616,5673.0,3534,109.0,1778,240.4,7983,Barton R. Brookman,U.S.,Denver,CO,www.pdce.com,Public,"Excise taxes have been deducted. Market value as of March 31, 2023.",5673.0,2023-06-05
817,ScanSource,SCSC,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,yes,no,yes,-44.0,no,yes,n/a,no,no,2700,772.0,3530,4.9,89,722.6,1937,Michael L. Baur,U.S.,Greenville,SC,www.scansource.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",772.0,2023-06-05
818,Take-Two Interactive Software,TTWO,Media,Entertainment,yes,no,no,yes,-48.0,no,yes,n/a,no,no,7799,20123.0,3505,3.9,418,-29.0,6546,Strauss H. Zelnick,U.S.,New York,NY,www.take2games.com,Public,"Acquired Zynga (2021 rank: 874), May 23, 2022. Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",20123.0,2023-06-05
819,Tetra Tech,TTEK,Engineering & Construction,Engineering & Construction,yes,no,no,no,-20.0,no,yes,n/a,no,no,21000,7820.0,3504,9.0,263,13.0,2623,Dan L. Batrack,U.S.,Pasadena,CA,www.tetratech.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",7820.0,2023-06-05
820,Copart,CPRT,Retailing,"Automotive Retailing, Services",yes,no,no,yes,78.0,yes,no,n/a,no,no,9500,35845.0,3501,30.0,1090,16.4,5309,A. Jayson Adair/Jeffrey Liaw,U.S.,Dallas,TX,www.copart.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",35845.0,2023-06-05
821,First Horizon,FHN,Financials,Commercial Banks,yes,no,no,no,-27.0,no,yes,n/a,no,no,7397,9554.0,3498,8.2,900,-9.9,78953,D. Bryan Jordan,U.S.,Memphis,TN,www.firsthorizon.com,Public,"Market value as of March 31, 2023.",9554.0,2023-06-05
822,Vishay Intertechnology,VSH,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-31.0,no,yes,n/a,no,no,23900,3169.0,3497,7.9,429,43.9,3866,Joel Smejkal,U.S.,Malvern,PA,www.vishay.com,Public,"Market value as of March 31, 2023.",3169.0,2023-06-05
823,Medical Mutual of Ohio,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-75.0,no,yes,n/a,no,no,2945,,3493,-0.6,32,-58.7,2587,Steven C. Glass,U.S.,Cleveland,OH,www.medmutual.com,Private,"Market value as of March 31, 2021.",,2023-06-05
824,Schnitzer Steel Industries,SCHN,Materials,Metals,yes,no,yes,yes,66.0,yes,no,n/a,no,no,3471,851.0,3486,26.4,169,2.2,1827,Tamara L. Lundgren,U.S.,Portland,OR,www.schnitzersteel.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",851.0,2023-06-05
825,Change Healthcare,,Health Care,Health Care: Pharmacy and Other Services,no,no,no,no,-10.0,no,yes,n/a,no,no,14000,,3481,12.6,-57,,9933,Neil E. de Crescenzo,U.S.,Nashville,TN,www.changehealthcare.com,Private,"Acquired by UnitedHealth Group (2022 rank: 5), Oct. 3, 2022. Figures are for fiscal year ended March 31, 2022.",6799.0,2023-06-05
826,Clover Health Investments,CLOV,Health Care,Health Care: Insurance and Managed Care,no,yes,no,no,,,,n/a,no,no,656,405.0,3477,136.2,-339,,809,Andrew Toy,U.S.,Franklin,TN,www.cloverhealth.com,Public,"Market value as of March 31, 2023.",405.0,2023-06-05
827,Columbia Sportswear,COLM,Apparel,Apparel,yes,no,no,yes,-14.0,no,yes,n/a,no,no,9450,5611.0,3464,10.8,311,-12.0,3052,Timothy P. Boyle,U.S.,Portland,OR,www.columbia.com,Public,"Market value as of March 31, 2023.",5611.0,2023-06-05
828,H&R Block,HRB,Financials,Diversified Financials,yes,no,no,no,-87.0,no,yes,n/a,no,no,36850,5368.0,3463,-3.5,554,-19.0,3269,Jeffrey J. Jones II,U.S.,Kansas City,MO,www.hrblock.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",5368.0,2023-06-05
829,Diebold Nixdorf,DBD,Technology,"Computers, Office Equipment",no,no,no,no,-125.0,no,yes,n/a,no,no,21000,96.0,3461,-11.4,-581,,3065,Octavio Marquez,U.S.,Hudson,OH,www.dieboldnixdorf.com,Public,"Market value as of March 31, 2023.",96.0,2023-06-05
830,Kaiser Aluminum,KALU,Materials,Metals,no,no,no,yes,76.0,yes,no,n/a,no,no,4000,1190.0,3428,30.7,-30,,2289,Keith A. Harvey,U.S.,Franklin,TN,www.kaiseraluminum.com,Public,"Market value as of March 31, 2023.",1190.0,2023-06-05
831,Fleetcor Technologies,FLT,Business Services,Financial Data Services,yes,no,no,yes,37.0,yes,no,n/a,no,no,9900,15496.0,3427,20.9,954,13.7,14089,Ronald F. Clarke,U.S.,Atlanta,GA,www.fleetcor.com,Public,"Market value as of March 31, 2023.",15496.0,2023-06-05
832,Incyte,INCY,Health Care,Pharmaceuticals,yes,no,no,yes,3.0,yes,no,n/a,no,no,2324,16114.0,3395,13.7,341,-64.1,5841,Hervé Hoppenot,U.S.,Wilmington,DE,www.incyte.com,Public,"Market value as of March 31, 2023.",16114.0,2023-06-05
833,OGE Energy,OGE,Energy,Utilities: Gas and Electric,yes,no,no,yes,-98.0,no,yes,n/a,no,no,2237,7543.0,3376,-7.6,666,-9.7,12545,Sean Trauschke,U.S.,Oklahoma City,OK,www.ogeenergy.com,Public,"Market value as of March 31, 2023.",7543.0,2023-06-05
834,Crane NXT,CXT,Industrials,Industrial Machinery,yes,no,no,no,-67.0,no,yes,n/a,no,no,11000,6405.0,3375,-1.0,401,-7.9,4390,Aaron W. Saak,U.S.,Stamford,CT,www.cranenxt.com,Public,"Spun off Crane Company and changed name from Crane Holdings, April 3, 2023. Market value as of March 31, 2023.",6405.0,2023-06-05
835,IDEXX Laboratories,IDXX,Health Care,Medical Products and Equipment,yes,no,no,yes,-37.0,no,yes,n/a,no,no,10780,41493.0,3367,4.7,679,-8.8,2747,Jonathan J. Mazelsky,U.S.,Westbrook,ME,www.idexx.com,Public,"Market value as of March 31, 2023.",41493.0,2023-06-05
836,Adams Resources & Energy,AE,Energy,Petroleum Refining,yes,no,no,yes,,,,n/a,no,no,882,97.0,3367,66.3,4,-70.7,384,Kevin J. Roycraft,U.S.,Houston,TX,www.adamsresources.com,Public,"Market value as of March 31, 2023.",97.0,2023-06-05
837,MRC Global,MRC,Energy,Wholesalers: Diversified,yes,no,no,yes,64.0,yes,no,n/a,no,no,2800,819.0,3363,26.1,75,,1895,Robert J. Saltiel Jr.,U.S.,Houston,TX,www.mrcglobal.com,Public,"Market value as of March 31, 2023.",819.0,2023-06-05
838,Popular,BPOP,Financials,Commercial Banks,yes,no,no,yes,50.0,yes,no,n/a,no,no,8813,4132.0,3363,21.6,1103,17.9,67638,Ignacio Alvarez,U.S.,Hato Rey,PR,www.popular.com,Public,"Market value as of March 31, 2023.",4132.0,2023-06-05
839,Euronet Worldwide,EEFT,Business Services,Financial Data Services,yes,no,no,yes,-8.0,no,yes,n/a,no,no,9500,5576.0,3359,12.1,231,226.6,5404,Michael J. Brown,U.S.,Leawood,KS,www.euronetworldwide.com,Public,"Market value as of March 31, 2023.",5576.0,2023-06-05
840,SM Energy,SM,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,65.0,yes,no,n/a,no,no,539,3394.0,3359,28.1,1112,2969.2,5716,Herbert S. Vogel,U.S.,Denver,CO,www.sm-energy.com,Public,"Market value as of March 31, 2023.",3394.0,2023-06-05
841,EnerSys,ENS,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-3.0,no,yes,n/a,no,no,11400,3549.0,3357,12.7,144,0.4,3737,David M. Shaffer,U.S.,Reading,PA,www.enersys.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",3549.0,2023-06-05
842,Realty Income,O,Financials,Real estate,yes,no,no,yes,,,,n/a,no,no,393,41825.0,3344,60.7,869,141.9,49673,Sumit Roy,U.S.,San Diego,CA,www.realtyincome.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",41825.0,2023-06-05
843,Dream Finders Homes,DFH,Engineering & Construction,Homebuilders,yes,yes,no,no,,,,n/a,no,no,1170,1232.0,3342,73.7,262,116.6,2371,Patrick O. Zalupski,U.S.,Jacksonville,FL,www.dreamfindershomes.com,Public,"Market value as of March 31, 2023.",1232.0,2023-06-05
844,Central Garden & Pet,CENT,Household Products,Household and Personal Products,yes,no,no,no,-59.0,no,yes,n/a,no,no,6700,2134.0,3339,1.1,152,0.3,3282,Timothy P. Cofer,U.S.,Walnut Creek,CA,www.central.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2134.0,2023-06-05
845,Zions Bancorp.,ZION,Financials,Commercial Banks,yes,no,no,yes,-4.0,no,yes,n/a,no,no,9989,4433.0,3337,12.4,907,-19.7,89545,Harris H. Simmons,U.S.,Salt Lake City,UT,www.zionsbancorporation.com,Public,"Market value as of March 31, 2023.",4433.0,2023-06-05
846,Frontier Group Holdings,ULCC,Transportation,Airlines,no,no,no,yes,,,,n/a,no,no,6450,2146.0,3326,61.5,-37,,4499,Barry L. Biffle,U.S.,Denver,CO,www.flyfrontier.com,Public,"Market value as of March 31, 2023.",2146.0,2023-06-05
847,AptarGroup,ATR,Materials,"Packaging, Containers",yes,no,no,yes,-51.0,no,yes,n/a,no,no,13500,7728.0,3322,2.9,239,-2.0,4204,Stephan B. Tanda,U.S.,Crystal Lake,IL,www.aptar.com,Public,"Market value as of March 31, 2023.",7728.0,2023-06-05
848,Coherent,COHR,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-34.0,no,yes,n/a,no,no,23658,5292.0,3317,6.8,235,-21.1,7845,Vincent D. Mattera Jr.,U.S.,Saxonburg,PA,www.ii-vi.com,Public,"Changed name from II-VI, July 1, 2022. Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",5292.0,2023-06-05
849,Designer Brands,DBI,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,-46.0,no,yes,n/a,no,no,14000,556.0,3315,3.7,163,5.3,2010,Douglas M. Howe,U.S.,Columbus,OH,www.designerbrands.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",556.0,2023-06-05
850,Cooper Cos.,COO,Health Care,Medical Products and Equipment,yes,no,no,yes,1.0,yes,no,n/a,no,no,14000,18465.0,3308,13.2,386,-86.9,11492,Albert G. White III,U.S.,San Ramon,CA,www.coopercos.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",18465.0,2023-06-05
851,Donaldson,DCI,Industrials,Industrial Machinery,yes,no,no,yes,10.0,yes,no,n/a,no,no,14000,7924.0,3307,15.9,333,16.0,2600,Tod E. Carpenter,U.S.,Minneapolis,MN,www.donaldson.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",7924.0,2023-06-05
852,Cheesecake Factory,CAKE,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,-4.0,no,yes,n/a,no,yes,47500,1810.0,3303,12.8,43,-40.4,2775,David M. Overton,U.S.,Calabasas Hills,CA,www.thecheesecakefactory.com,Public,"Market value as of March 31, 2023.",1810.0,2023-06-05
853,Granite Construction,GVA,Engineering & Construction,Engineering & Construction,yes,no,no,yes,-104.0,no,yes,n/a,no,no,3800,1797.0,3301,-5.7,83,725.1,2168,Kyle T. Larkin,U.S.,Watsonville,CA,www.graniteconstruction.com,Public,"Market value as of March 31, 2023.",1797.0,2023-06-05
854,Werner Enterprises,WERN,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,38.0,yes,no,n/a,no,no,14300,2877.0,3290,20.3,241,-6.9,3097,Derek J. Leathers,U.S.,Omaha,NE,www.werner.com,Public,"Market value as of March 31, 2023.",2877.0,2023-06-05
855,Entegris,ENTG,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,104.0,yes,no,n/a,no,no,10000,12276.0,3282,42.8,209,-48.9,10139,Bertrand Loy,U.S.,Billerica,MA,www.entegris.com,Public,"Market value as of March 31, 2023.",12276.0,2023-06-05
856,TEGNA,TGNA,Media,Entertainment,yes,no,no,yes,-24.0,no,yes,n/a,no,no,6300,3780.0,3279,9.6,631,32.2,7329,David T. Lougee,U.S.,Tysons,VA,www.tegna.com,Public,"Market value as of March 31, 2023.",3780.0,2023-06-05
857,Annaly Capital Management,NLY,Financials,Diversified Financials,yes,no,no,no,10.0,yes,no,n/a,no,no,161,9438.0,3270,15.3,1725,-27.8,81851,David L. Finkelstein,U.S.,New York,NY,www.annaly.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",9438.0,2023-06-05
858,Cracker Barrel Old Country Store,CBRL,"Hotels, Restaurants & Leisure",Food Services,yes,no,yes,yes,13.0,yes,no,n/a,no,no,73000,2516.0,3268,15.8,132,-48.2,2295,Sandra B. Cochran,U.S.,Lebanon,TN,www.crackerbarrel.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",2516.0,2023-06-05
859,QuidelOrtho,QDEL,Health Care,Medical Products and Equipment,yes,no,no,yes,,,,n/a,no,no,7000,5925.0,3266,92.3,549,-22.1,8856,Douglas C. Bryant,U.S.,San Diego,CA,www.quidelortho.com,Public,"Acquired Ortho, reorganized as a holding company, and changed name from Quidel, May 27, 2022. Market value as of March 31, 2023.",5925.0,2023-06-05
860,Western Midstream Partners,WES,Energy,Pipelines,yes,no,no,yes,-2.0,no,yes,n/a,no,no,1217,10150.0,3252,13.0,1217,32.8,11272,Michael P. Ure,U.S.,The Woodlands,TX,www.westernmidstream.com,Public,"A partnership. Market value as of March 31, 2023.",10150.0,2023-06-05
861,Magellan Midstream Partners,MMP,Energy,Pipelines,yes,no,no,no,-2.0,no,yes,n/a,no,no,1655,11031.0,3252,13.3,1036,5.5,7708,Aaron L. Milford,U.S.,Tulsa,OK,www.magellanlp.com,Public,"Includes revenues from discontinued operations. A partnership. Market value as of March 31, 2023.",11031.0,2023-06-05
862,WeWork,WE,Financials,Real estate,no,no,no,no,52.0,yes,no,n/a,no,no,4300,568.0,3245,26.3,-2034,,17863,David Tolley,U.S.,New York,NY,www.wework.com,Public,"Market value as of March 31, 2023.",568.0,2023-06-05
863,NexTier Oilfield Solutions,NEX,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,,,,n/a,no,no,4302,1858.0,3245,128.0,315,,1727,Robert W. Drummond,U.S.,Houston,TX,www.nextierofs.com,Public,"Market value as of March 31, 2023.",1858.0,2023-06-05
864,Callon Petroleum,CPE,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,354,2061.0,3231,58.0,1210,231.3,6146,Joseph C. Gatto Jr.,U.S.,Houston,TX,www.callon.com,Public,"Market value as of March 31, 2023.",2061.0,2023-06-05
865,G-III Apparel Group,GIII,Apparel,Apparel,no,no,no,yes,20.0,yes,no,n/a,no,no,4150,723.0,3227,16.6,-133,-166.3,2712,Morris Goldfarb,U.S.,New York,NY,www.giii.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",723.0,2023-06-05
866,Quad/Graphics,QUAD,Media,"Publishing, Printing",yes,no,no,yes,-24.0,no,yes,n/a,no,no,15300,229.0,3217,8.7,9,-75.4,1702,J. Joel Quadracci,U.S.,Sussex,WI,www.quad.com,Public,"Market value as of March 31, 2023.",229.0,2023-06-05
867,Carter's,CRI,Apparel,Apparel,yes,no,no,no,-113.0,no,yes,n/a,no,no,15500,2708.0,3213,-7.9,250,-26.4,2440,Michael D. Casey,U.S.,Atlanta,GA,www.carters.com,Public,"Market value as of March 31, 2023.",2708.0,2023-06-05
868,Coinbase Global,COIN,Financials,Securities,no,yes,no,yes,-431.0,no,yes,n/a,no,no,4510,15641.0,3194,-59.3,-2625,-172.4,89725,Brian Armstrong,U.S.,Wilmington,DE,www.coinbase.com,Public,"A remote-first company since 2020, it has no principal executive office. Market value as of March 31, 2023.",15641.0,2023-06-05
869,Match Group,MTCH,Technology,Internet Services and Retailing,yes,no,no,yes,-33.0,no,yes,n/a,no,no,2710,10723.0,3189,6.9,362,30.3,4183,Bernard Kim,U.S.,Dallas,TX,www.mtch.com,Public,"Market value as of March 31, 2023.",10723.0,2023-06-05
870,Vontier,VNT,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-37.0,no,yes,n/a,no,no,8100,4244.0,3184,6.5,401,-2.8,4343,Mark D. Morelli,U.S.,Raleigh,NC,www.vontier.com,Public,"Market value as of March 31, 2023.",4244.0,2023-06-05
871,IDEX,IEX,Industrials,Industrial Machinery,yes,no,no,yes,16.0,yes,no,n/a,no,no,8868,17447.0,3182,15.1,587,30.6,5512,Eric D. Ashleman,U.S.,Northbrook,IL,www.idexcorp.com,Public,"Market value as of March 31, 2023.",17447.0,2023-06-05
872,Teradyne,TER,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-146.0,no,yes,n/a,no,no,6500,16745.0,3155,-14.8,716,-29.5,3501,Gregory S. Smith,U.S.,North Reading,MA,www.teradyne.com,Public,"Market value as of March 31, 2023.",16745.0,2023-06-05
873,Deckers Outdoor,DECK,Apparel,Apparel,yes,no,no,yes,45.0,yes,no,n/a,no,no,4000,11850.0,3150,23.8,452,18.1,2332,David Powers,U.S.,Goleta,CA,www.deckers.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",11850.0,2023-06-05
874,Alight,ALIT,Business Services,Diversified Outsourcing Services,no,no,no,yes,-21.0,no,yes,n/a,no,no,18000,5132.0,3132,7.4,-62,,11235,Stephan D. Scholl,U.S.,Lincolnshire,IL,www.alight.com,Public,"Market value as of March 31, 2023.",5132.0,2023-06-05
875,Roku,ROKU,Media,Entertainment,no,yes,no,yes,14.0,yes,no,n/a,no,no,3600,9222.0,3127,13.1,-498,-305.5,4413,Anthony J. Wood,U.S.,San Jose,CA,www.roku.com,Public,"Market value as of March 31, 2023.",9222.0,2023-06-05
876,PC Connection,CNXN,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,-21.0,no,yes,n/a,no,no,2685,1183.0,3125,8.0,89,27.6,1100,Timothy J. McGrath,U.S.,Merrimack,NH,www.connection.com,Public,"Market value as of March 31, 2023.",1183.0,2023-06-05
877,Rackspace Technology,RXT,Technology,Internet Services and Retailing,no,no,no,yes,-49.0,no,yes,n/a,no,no,6800,400.0,3122,3.7,-805,,5457,Amar Maletira,U.S.,San Antonio,TX,www.rackspace.com,Public,"Market value as of March 31, 2023.",400.0,2023-06-05
878,Boston Properties,BXP,Financials,Real estate,yes,no,no,yes,-21.0,no,yes,n/a,no,no,780,8487.0,3109,7.6,849,68.0,24208,Owen D. Thomas,U.S.,Boston,MA,www.bxp.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",8487.0,2023-06-05
